,BOROUGH,NEIGHBORHOOD,BUILDING CLASS CATEGORY,TAX CLASS AT PRESENT,BLOCK,LOT,EASE-MENT,BUILDING CLASS AT PRESENT,ADDRESS,APARTMENT NUMBER,ZIP CODE,RESIDENTIAL UNITS,COMMERCIAL UNITS,TOTAL UNITS,LAND SQUARE FEET,GROSS SQUARE FEET,YEAR BUILT,TAX CLASS AT TIME OF SALE,BUILDING CLASS AT TIME OF SALE,SALE PRICE,SALE DATE
1225,1,CIVIC CENTER,13 CONDOS - ELEVATOR APARTMENTS            ,2,123,1206, ,R4,30 PARK PLACE,61B,10007,1,0,1, -  , -  ,2008,2,R4,7129575,2017-01-17 00:00:00
1226,1,CIVIC CENTER,13 CONDOS - ELEVATOR APARTMENTS            ,2,123,1207, ,R4,30 PARK PLACE,61C,10007,1,0,1, -  , -  ,2008,2,R4,4566851,2017-01-23 00:00:00
1227,1,CIVIC CENTER,13 CONDOS - ELEVATOR APARTMENTS            ,2,123,1208, ,R4,30 PARK PLACE,61D,10007,1,0,1, -  , -  ,2008,2,R4,5075976,2017-01-27 00:00:00
1228,1,CIVIC CENTER,13 CONDOS - ELEVATOR APARTMENTS            ,2,123,1210, ,R4,30 PARK PLACE,62B,10007,1,0,1, -  , -  ,2008,2,R4,7150000,2017-01-30 00:00:00
1229,1,CIVIC CENTER,13 CONDOS - ELEVATOR APARTMENTS            ,2,123,1211, ,R4,30 PARK PLACE,62C,10007,1,0,1, -  , -  ,2008,2,R4,4760318,2017-01-26 00:00:00
1230,1,CIVIC CENTER,13 CONDOS - ELEVATOR APARTMENTS            ,2,123,1212, ,R4,30 PARK PLACE,62D,10007,1,0,1, -  , -  ,2008,2,R4,5116706,2017-01-25 00:00:00
1231,1,CIVIC CENTER,13 CONDOS - ELEVATOR APARTMENTS            ,2,123,1215, ,R4,30 PARK PLACE,63C,10007,1,0,1, -  , -  ,2008,2,R4,6022948,2017-02-13 00:00:00
1232,1,CIVIC CENTER,13 CONDOS - ELEVATOR APARTMENTS            ,2,123,1216, ,R4,30 PARK PLACE,63D,10007,1,0,1, -  , -  ,2008,2,R4,5462911,2017-02-17 00:00:00
1233,1,CIVIC CENTER,13 CONDOS - ELEVATOR APARTMENTS            ,2,123,1217, ,R4,30 PARK PLACE,64A,10007,1,0,1, -  , -  ,2008,2,R4,12982687,2017-03-15 00:00:00
1234,1,CIVIC CENTER,13 CONDOS - ELEVATOR APARTMENTS            ,2,123,1218, ,R4,30 PARK PLACE,64B,10007,1,0,1, -  , -  ,2008,2,R4,8146000,2017-03-20 00:00:00
1235,1,CIVIC CENTER,13 CONDOS - ELEVATOR APARTMENTS            ,2,123,1219, ,R4,30 PARK PLACE,64C,10007,1,0,1, -  , -  ,2008,2,R4,5294900,2017-02-27 00:00:00
1236,1,CIVIC CENTER,13 CONDOS - ELEVATOR APARTMENTS            ,2,123,1220, ,R4,30 PARK PLACE,65A,10007,1,0,1, -  , -  ,2008,2,R4,13084512,2017-02-28 00:00:00
1237,1,CIVIC CENTER,13 CONDOS - ELEVATOR APARTMENTS            ,2,123,1222, ,R4,30 PARK PLACE,65C,10007,1,0,1, -  , -  ,2008,2,R4,5345812,2017-03-15 00:00:00
1238,1,CIVIC CENTER,13 CONDOS - ELEVATOR APARTMENTS            ,2,123,1223, ,R4,30 PARK PLACE,66A,10007,1,0,1, -  , -  ,2008,2,R4,13186337,2017-04-14 00:00:00
1239,1,CIVIC CENTER,13 CONDOS - ELEVATOR APARTMENTS            ,2,123,1224, ,R4,30 PARK PLACE,66B,10007,1,0,1, -  , -  ,2008,2,R4,8527106,2017-03-27 00:00:00
1240,1,CIVIC CENTER,13 CONDOS - ELEVATOR APARTMENTS            ,2,123,1225, ,R4,30 PARK PLACE,66C,10007,1,0,1, -  , -  ,2008,2,R4,5193075,2017-03-23 00:00:00
1241,1,CIVIC CENTER,13 CONDOS - ELEVATOR APARTMENTS            ,2,123,1227, ,R4,30 PARK PLACE,67B,10007,1,0,1, -  , -  ,2008,2,R4,8400000,2017-03-28 00:00:00
1242,1,CIVIC CENTER,13 CONDOS - ELEVATOR APARTMENTS            ,2,123,1228, ,R4,30 PARK PLACE,67C,10007,1,0,1, -  , -  ,2008,2,R4,5600375,2017-04-04 00:00:00
1243,1,CIVIC CENTER,13 CONDOS - ELEVATOR APARTMENTS            ,2,123,1230, ,R4,30 PARK PLACE,68B,10007,1,0,1, -  , -  ,2008,2,R4,8349650,2017-05-22 00:00:00
1244,1,CIVIC CENTER,13 CONDOS - ELEVATOR APARTMENTS            ,2,123,1231, ,R4,30 PARK PLACE,68C,10007,1,0,1, -  , -  ,2008,2,R4,5854937,2017-04-11 00:00:00
1245,1,CIVIC CENTER,13 CONDOS - ELEVATOR APARTMENTS            ,2,123,1234, ,R4,30 PARK PLACE,69C,10007,1,0,1, -  , -  ,2008,2,R4,6118000,2017-07-06 00:00:00
1246,1,CIVIC CENTER,13 CONDOS - ELEVATOR APARTMENTS            ,2,123,1236, ,R4,30 PARK PLACE,70B,10007,1,0,1, -  , -  ,2008,2,R4,8563500,2017-05-22 00:00:00
1247,1,CIVIC CENTER,13 CONDOS - ELEVATOR APARTMENTS            ,2,123,1237, ,R4,30 PARK PLACE,70C,10007,1,0,1, -  , -  ,2008,2,R4,5600375,2017-03-28 00:00:00
1248,1,CIVIC CENTER,13 CONDOS - ELEVATOR APARTMENTS            ,2,123,1239, ,R4,30 PARK PLACE,71B,10007,1,0,1, -  , -  ,2008,2,R4,8604212,2017-05-22 00:00:00
1249,1,CIVIC CENTER,13 CONDOS - ELEVATOR APARTMENTS            ,2,123,1240, ,R4,30 PARK PLACE,71C,10007,1,0,1, -  , -  ,2008,2,R4,6567712,2017-04-27 00:00:00
1250,1,CIVIC CENTER,13 CONDOS - ELEVATOR APARTMENTS            ,2,123,1241, ,R4,30 PARK PLACE,72A,10007,1,0,1, -  , -  ,2008,2,R4,13500000,2017-05-23 00:00:00
1251,1,CIVIC CENTER,13 CONDOS - ELEVATOR APARTMENTS            ,2,123,1242, ,R4,30 PARK PLACE,72B,10007,1,0,1, -  , -  ,2008,2,R4,8400125,2017-04-24 00:00:00
1252,1,CIVIC CENTER,13 CONDOS - ELEVATOR APARTMENTS            ,2,123,1243, ,R4,30 PARK PLACE,72C,10007,1,0,1, -  , -  ,2008,2,R4,6313150,2017-05-02 00:00:00
1253,1,CIVIC CENTER,13 CONDOS - ELEVATOR APARTMENTS            ,2,123,1244, ,R4,30 PARK PLACE,73A,10007,1,0,1, -  , -  ,2008,2,R4,13600000,2017-04-26 00:00:00
1254,1,CIVIC CENTER,13 CONDOS - ELEVATOR APARTMENTS            ,2,123,1246, ,R4,30 PARK PLACE,73C,10007,1,0,1, -  , -  ,2008,2,R4,6670000,2017-04-27 00:00:00
1255,1,CIVIC CENTER,13 CONDOS - ELEVATOR APARTMENTS            ,2,123,1250, ,R4,30 PARK PLACE,75A,10007,1,0,1, -  , -  ,2008,2,R4,19975437,2017-06-21 00:00:00
1256,1,CIVIC CENTER,13 CONDOS - ELEVATOR APARTMENTS            ,2,123,1251, ,R4,30 PARK PLACE,75B,10007,1,0,1, -  , -  ,2008,2,R4,15843262,2017-06-08 00:00:00
1257,1,CIVIC CENTER,13 CONDOS - ELEVATOR APARTMENTS            ,2,123,1252, ,R4,30 PARK PLACE,76A,10007,1,0,1, -  , -  ,2008,2,R4,17210250,2017-03-23 00:00:00
1258,1,CIVIC CENTER,13 CONDOS - ELEVATOR APARTMENTS            ,2,123,1253, ,R4,30 PARK PLACE,76B,10007,1,0,1, -  , -  ,2008,2,R4,13720918,2017-03-24 00:00:00
1259,1,CIVIC CENTER,13 CONDOS - ELEVATOR APARTMENTS            ,2,123,1254, ,R4,30 PARK PLACE,77A,10007,1,0,1, -  , -  ,2008,2,R4,18429688,2017-02-09 00:00:00
1260,1,CIVIC CENTER,13 CONDOS - ELEVATOR APARTMENTS            ,2,123,1256, ,R4,30 PARK PLACE,PH78A,10007,1,0,1, -  , -  ,2008,2,R4,30000000,2017-04-21 00:00:00
1261,1,CIVIC CENTER,13 CONDOS - ELEVATOR APARTMENTS            ,2,123,1259, ,R4,30 PARK PLACE,PH81,10007,1,0,1, -  , -  ,2008,2,R4,26626267,2017-01-17 00:00:00
1262,1,CIVIC CENTER,13 CONDOS - ELEVATOR APARTMENTS            ,2,134,1130, ,R4,9 MURRAY STREET,4NE,10007,1,0,1, -  , -  ,1900,2,R4,2138325,2016-10-27 00:00:00
1263,1,CIVIC CENTER,13 CONDOS - ELEVATOR APARTMENTS            ,2,134,1131, ,R4,9 MURRAY STREET,4SE,10007,1,0,1, -  , -  ,1900,2,R4,3054750,2016-11-15 00:00:00
1264,1,CIVIC CENTER,13 CONDOS - ELEVATOR APARTMENTS            ,2,134,1132, ,R4,9 MURRAY STREET,4W,10007,1,0,1, -  , -  ,1900,2,R4,3400000,2016-10-31 00:00:00
1265,1,CIVIC CENTER,13 CONDOS - ELEVATOR APARTMENTS            ,2,134,1423, ,R4,25 MURRAY STREET,2K,10007,1,0,1, -  , -  ,1930,2,R4,1790000,2017-01-12 00:00:00
1266,1,CIVIC CENTER,13 CONDOS - ELEVATOR APARTMENTS            ,2,134,1425, ,R4,25 MURRAY STREET,3B,10007,1,0,1, -  , -  ,1930,2,R4,2150000,2016-11-10 00:00:00
1267,1,CIVIC CENTER,13 CONDOS - ELEVATOR APARTMENTS            ,2,134,1438, ,R4,25 MURRAY STREET,4G,10007,1,0,1, -  , -  ,1930,2,R4,2000000,2016-10-19 00:00:00
1268,1,CIVIC CENTER,13 CONDOS - ELEVATOR APARTMENTS            ,2,134,1445, ,R4,25 MURRAY STREET,5E,10007,1,0,1, -  , -  ,1930,2,R4,2875000,2016-10-18 00:00:00
1269,1,CIVIC CENTER,13 CONDOS - ELEVATOR APARTMENTS            ,2,134,1475, ,R4,25 MURRAY STREET,9C,10007,1,0,1, -  , -  ,1930,2,R4,1250000,2017-05-12 00:00:00
1270,1,CIVIC CENTER,13 CONDOS - ELEVATOR APARTMENTS            ,2,135,1235, ,R4,80 CHAMBERS STREET,13C,10007,1,0,1, -  , -  ,1910,2,R4,1295000,2017-04-06 00:00:00
1271,1,CIVIC CENTER,13 CONDOS - ELEVATOR APARTMENTS            ,2,135,1237, ,R4,80 CHAMBERS STREET,13E,10007,1,0,1, -  , -  ,1910,2,R4,1585000,2017-06-01 00:00:00
1272,1,CIVIC CENTER,13 CONDOS - ELEVATOR APARTMENTS            ,2,135,1253, ,R4,270 BROADWAY,16D,10007,1,0,1, -  , -  ,1910,2,R4,6520000,2017-07-26 00:00:00
1273,1,CIVIC CENTER,13 CONDOS - ELEVATOR APARTMENTS            ,2,135,1253, ,R4,270 BROADWAY,16D,10007,1,0,1, -  , -  ,1910,2,R4, -  ,2017-03-13 00:00:00
1274,1,CIVIC CENTER,13 CONDOS - ELEVATOR APARTMENTS            ,2,135,1304, ,R4,8 WARREN STREET, ,10007,1,0,1, -  , -  ,1900,2,R4,3500000,2017-08-04 00:00:00
1275,1,CIVIC CENTER,13 CONDOS - ELEVATOR APARTMENTS            ,2,135,1306, ,R4,8 WARREN STREET,3W,10007,1,0,1, -  , -  ,1900,2,R4,3475000,2017-06-26 00:00:00
1276,1,CIVIC CENTER,13 CONDOS - ELEVATOR APARTMENTS            ,2,135,1314, ,R4,8 WARREN STREET,9,10007,1,0,1, -  , -  ,1900,2,R4,4200000,2017-04-13 00:00:00
1277,1,CIVIC CENTER,13 CONDOS - ELEVATOR APARTMENTS            ,2,135,1315, ,R4,8 WARREN STREET,10,10007,1,0,1, -  , -  ,1900,2,R4,5250000,2016-09-06 00:00:00
1278,1,CIVIC CENTER,13 CONDOS - ELEVATOR APARTMENTS            , ,135,1805, , ,12 WARREN STREET, ,0,0,0,0, -  , -  ,0,2,R4,6912506,2017-06-26 00:00:00
1279,1,CIVIC CENTER,13 CONDOS - ELEVATOR APARTMENTS            , ,135,1806, , ,12 WARREN STREET, ,0,0,0,0, -  , -  ,0,2,R4,7114393,2017-06-16 00:00:00
1280,1,CIVIC CENTER,13 CONDOS - ELEVATOR APARTMENTS            , ,135,1808, , ,12 WARREN, ,10007,0,0,0, -  , -  ,0,2,R4,6873187,2017-08-29 00:00:00
1281,1,CIVIC CENTER,13 CONDOS - ELEVATOR APARTMENTS            , ,135,1809, , ,12 WARREN STREET, ,0,0,0,0, -  , -  ,0,2,R4,5250000,2017-06-20 00:00:00
1282,1,CIVIC CENTER,13 CONDOS - ELEVATOR APARTMENTS            , ,135,1810, , ,12 WARREN STREET, ,10007,0,0,0, -  , -  ,0,2,R4,4800000,2017-08-21 00:00:00
1283,1,CIVIC CENTER,13 CONDOS - ELEVATOR APARTMENTS            , ,135,1811, , ,12 WARREN, ,10007,0,0,0, -  , -  ,0,2,R4,4717659,2017-08-09 00:00:00
1284,1,CIVIC CENTER,13 CONDOS - ELEVATOR APARTMENTS            ,2,136,1410, ,R4,85 WEST BROADWAY,11W,10007,1,0,1, -  , -  ,0,2,R4,2200000,2017-01-06 00:00:00
1285,1,CIVIC CENTER,13 CONDOS - ELEVATOR APARTMENTS            ,2,145,1314, ,R4,97-101 READE STREET,5E,10013,1,0,1, -  , -  ,1920,2,R4,2575000,2017-03-24 00:00:00
1286,1,CIVIC CENTER,13 CONDOS - ELEVATOR APARTMENTS            ,2,146,1018, ,R4,100 READE STREET,5-A,10013,1,0,1, -  , -  ,1895,2,R4,2900000,2017-03-21 00:00:00
1287,1,CIVIC CENTER,13 CONDOS - ELEVATOR APARTMENTS            ,2,147,1602, ,R4,52 THOMAS STREET,2A,10013,1,0,1, -  , -  ,1915,2,R4,2945000,2016-09-12 00:00:00
1288,1,CIVIC CENTER,13 CONDOS - ELEVATOR APARTMENTS            ,2,147,1606, ,R4,52 THOMAS STREET,3A,10013,1,0,1, -  , -  ,1915,2,R4,2990000,2017-07-07 00:00:00
1289,1,CIVIC CENTER,13 CONDOS - ELEVATOR APARTMENTS            ,2,147,1612, ,R4,52 THOMAS STREET,4C,10013,1,0,1, -  , -  ,1915,2,R4,2600000,2016-11-22 00:00:00
1290,1,CIVIC CENTER,13 CONDOS - ELEVATOR APARTMENTS            ,2,147,1613, ,R4,52 THOMAS STREET,4D,10013,1,0,1, -  , -  ,1915,2,R4,3350000,2016-12-08 00:00:00
1291,1,CIVIC CENTER,13 CONDOS - ELEVATOR APARTMENTS            ,2,147,1616, ,R4,52 THOMAS STREET,5C,10013,1,0,1, -  , -  ,1915,2,R4,2550000,2017-02-10 00:00:00
1292,1,CIVIC CENTER,13 CONDOS - ELEVATOR APARTMENTS            ,2,149,1018, ,R4,77 READE STREET,3E,10007,1,0,1, -  , -  ,2009,2,R4, -  ,2017-07-10 00:00:00
1293,1,CIVIC CENTER,13 CONDOS - ELEVATOR APARTMENTS            ,2,149,1019, ,R4,77 READE STREET,3F,10007,1,0,1, -  , -  ,2009,2,R4,2860000,2017-07-14 00:00:00
1294,1,CIVIC CENTER,13 CONDOS - ELEVATOR APARTMENTS            ,2,149,1021, ,R4,77 READE STREET,4B,10007,1,0,1, -  , -  ,2009,2,R4,2985000,2017-08-21 00:00:00
1295,1,CIVIC CENTER,13 CONDOS - ELEVATOR APARTMENTS            ,2,149,1150, ,R4,57 READE STREET,11F,10007,1,0,1, -  , -  ,2010,2,R4,2800000,2016-09-30 00:00:00
1296,1,CIVIC CENTER,13 CONDOS - ELEVATOR APARTMENTS            ,2,149,1176, ,R4,57 READE STREET,18F,10007,1,0,1, -  , -  ,2010,2,R4,2498000,2017-07-21 00:00:00
1297,1,CIVIC CENTER,13 CONDOS - ELEVATOR APARTMENTS            ,2,149,1178, ,R4,57 READE STREET,19B,10007,1,0,1, -  , -  ,2010,2,R4,2525000,2017-02-10 00:00:00
1298,1,CIVIC CENTER,13 CONDOS - ELEVATOR APARTMENTS            ,2,149,1184, ,R4,57 READE,21B,10007,1,0,1, -  , -  ,2010,2,R4,1225000,2017-05-25 00:00:00
1299,1,CIVIC CENTER,13 CONDOS - ELEVATOR APARTMENTS            ,2,149,1184, ,R4,57 READE STREET,21B,10007,1,0,1, -  , -  ,2010,2,R4, -  ,2017-05-25 00:00:00
1300,1,CIVIC CENTER,13 CONDOS - ELEVATOR APARTMENTS            ,2,173,1046, ,R4,66 LEONARD STREET,12B,10013,1,0,1, -  , -  ,0,2,R4,8100000,2017-01-09 00:00:00
1301,1,CIVIC CENTER,13 CONDOS - ELEVATOR APARTMENTS            ,2,173,1047, ,R4,66 LEONARD STREET,12C,10013,1,0,1, -  , -  ,0,2,R4, -  ,2017-01-09 00:00:00
1302,1,CIVIC CENTER,13 CONDOS - ELEVATOR APARTMENTS            ,2,173,1116, ,R4,93 WORTH STREET,210,10013,1,0,1, -  , -  ,1924,2,R4,2550000,2017-01-05 00:00:00
1303,1,CIVIC CENTER,13 CONDOS - ELEVATOR APARTMENTS            ,2,173,1117, ,R4,93 WORTH STREET,211,10013,1,0,1, -  , -  ,1924,2,R4,3250000,2017-08-17 00:00:00
1304,1,CIVIC CENTER,13 CONDOS - ELEVATOR APARTMENTS            ,2,173,1127, ,R4,93 WORTH STREET,310,10013,1,0,1, -  , -  ,1924,2,R4,1050000,2017-01-13 00:00:00
1305,1,CIVIC CENTER,13 CONDOS - ELEVATOR APARTMENTS            ,2,173,1132, ,R4,93 WORTH STREET,404,10013,1,0,1, -  , -  ,1924,2,R4,900000,2017-04-25 00:00:00
1306,1,CIVIC CENTER,13 CONDOS - ELEVATOR APARTMENTS            ,2,173,1163, ,R4,93 WORTH STREET,803,10013,1,0,1, -  , -  ,1924,2,R4,946973,2016-09-01 00:00:00
1307,1,CIVIC CENTER,13 CONDOS - ELEVATOR APARTMENTS            ,2,173,1165, ,R4,93 WORTH STREET,805,10013,1,0,1, -  , -  ,1924,2,R4, -  ,2016-09-02 00:00:00
1308,1,CIVIC CENTER,13 CONDOS - ELEVATOR APARTMENTS            ,2,173,1206, ,R4,73 WORTH STREET,2E,10013,1,0,1, -  , -  ,0,2,R4,2945000,2016-12-29 00:00:00
1309,1,CIVIC CENTER,13 CONDOS - ELEVATOR APARTMENTS            ,2,173,1209, ,R4,73 WORTH STREET,3B,10013,1,0,1, -  , -  ,0,2,R4, -  ,2016-09-19 00:00:00
1310,1,CIVIC CENTER,13 CONDOS - ELEVATOR APARTMENTS            ,2,173,1210, ,R4,73 WORTH STREET,3C,10013,1,0,1, -  , -  ,0,2,R4, -  ,2016-11-01 00:00:00
1311,1,CIVIC CENTER,13 CONDOS - ELEVATOR APARTMENTS            ,2,173,1316, ,R4,79 WORTH STREET,5E,10013,1,0,1, -  , -  ,1920,2,R4,1525000,2017-06-16 00:00:00
1312,1,CIVIC CENTER,13 CONDOS - ELEVATOR APARTMENTS            ,2,173,1331, ,R4,79 WORTH STREET,3R,10013,1,0,1, -  , -  ,1920,2,R4,2750000,2016-09-06 00:00:00
1313,1,CIVIC CENTER,13 CONDOS - ELEVATOR APARTMENTS            ,2,175,1310, ,R4,90 FRANKLIN STREET,5N,10013,1,0,1, -  , -  ,0,2,R4,3195000,2017-03-28 00:00:00
1314,1,CIVIC CENTER,13 CONDOS - ELEVATOR APARTMENTS            ,2,175,1521, ,R4,5 FRANKLIN PLACE,8B,10013,1,0,1, -  , -  ,1920,2,R4, -  ,2017-01-27 00:00:00
1315,1,CIVIC CENTER,13 CONDOS - ELEVATOR APARTMENTS            ,2,175,1535, ,R4,5 FRANKLIN PLACE,12A,10013,1,0,1, -  , -  ,1920,2,R4,4500000,2017-01-23 00:00:00
1316,1,CIVIC CENTER,13 CONDOS - ELEVATOR APARTMENTS            ,2,175,1540, ,R4,5 FRANKLIN PLACE,14B,10013,1,0,1, -  , -  ,1920,2,R4,1550000,2016-11-02 00:00:00
1317,1,CIVIC CENTER,13 CONDOS - ELEVATOR APARTMENTS            ,2,175,1549, ,R4,5 FRANKLIN PLACE,17B,10013,1,0,1, -  , -  ,1920,2,R4,5297445,2017-05-08 00:00:00
1318,1,CIVIC CENTER,13 CONDOS - ELEVATOR APARTMENTS            ,2,176,1004, ,R4,56 LEONARD STREET,6E,10013,1,0,1, -  , -  ,2007,2,R4,6139457,2017-08-18 00:00:00
1319,1,CIVIC CENTER,13 CONDOS - ELEVATOR APARTMENTS            ,2,176,1006, ,R4,56 LEONARD STREET,7W,10013,1,0,1, -  , -  ,2007,2,R4,3309312,2017-01-30 00:00:00
1320,1,CIVIC CENTER,13 CONDOS - ELEVATOR APARTMENTS            ,2,176,1007, ,R4,56 LEONARD STREET,8AE,10013,1,0,1, -  , -  ,2007,2,R4,7214083,2017-07-13 00:00:00
1321,1,CIVIC CENTER,13 CONDOS - ELEVATOR APARTMENTS            ,2,176,1008, ,R4,56 LEONARD STREET,8BE,10013,1,0,1, -  , -  ,2007,2,R4,1431529,2017-07-06 00:00:00
1322,1,CIVIC CENTER,13 CONDOS - ELEVATOR APARTMENTS            ,2,176,1009, ,R4,56 LEONARD STREET,8CE,10013,1,0,1, -  , -  ,2007,2,R4,1942390,2017-06-07 00:00:00
1323,1,CIVIC CENTER,13 CONDOS - ELEVATOR APARTMENTS            ,2,176,1010, ,R4,56 LEONARD STREET,11BW,10013,1,0,1, -  , -  ,2007,2,R4,3682307,2016-10-18 00:00:00
1324,1,CIVIC CENTER,13 CONDOS - ELEVATOR APARTMENTS            ,2,176,1011, ,R4,56 LEONARD STREET,11AE,10013,1,0,1, -  , -  ,2007,2,R4,2835020,2016-10-05 00:00:00
1325,1,CIVIC CENTER,13 CONDOS - ELEVATOR APARTMENTS            ,2,176,1012, ,R4,56 LEONARD STREET,11BE,10013,1,0,1, -  , -  ,2007,2,R4,6747584,2017-07-10 00:00:00
1326,1,CIVIC CENTER,13 CONDOS - ELEVATOR APARTMENTS            ,2,176,1013, ,R4,56 LEONARD STREET,11AW,10013,1,0,1, -  , -  ,2007,2,R4,5216033,2016-10-06 00:00:00
1327,1,CIVIC CENTER,13 CONDOS - ELEVATOR APARTMENTS            ,2,176,1014, ,R4,56 LEONARD STREET,12BW,10013,1,0,1, -  , -  ,2007,2,R4,3936432,2016-09-20 00:00:00
1328,1,CIVIC CENTER,13 CONDOS - ELEVATOR APARTMENTS            ,2,176,1015, ,R4,56 LEONARD STREET,12AE,10013,1,0,1, -  , -  ,2007,2,R4,1871799,2017-06-16 00:00:00
1329,1,CIVIC CENTER,13 CONDOS - ELEVATOR APARTMENTS            ,2,176,1016, ,R4,56 LEONARD STREET,12BE,10013,1,0,1, -  , -  ,2007,2,R4,7052937,2017-06-12 00:00:00
1330,1,CIVIC CENTER,13 CONDOS - ELEVATOR APARTMENTS            ,2,176,1017, ,R4,56 LEONARD STREET,12AW,10013,1,0,1, -  , -  ,2007,2,R4,4908960,2016-09-22 00:00:00
1331,1,CIVIC CENTER,13 CONDOS - ELEVATOR APARTMENTS            ,2,176,1020, ,R4,56 LEONARD STREET,14BE,10013,1,0,1, -  , -  ,2007,2,R4,6849337,2017-06-07 00:00:00
1332,1,CIVIC CENTER,13 CONDOS - ELEVATOR APARTMENTS            ,2,176,1024, ,R4,56 LEONARD STREET,15BE,10013,1,0,1, -  , -  ,2007,2,R4,6391080,2017-07-06 00:00:00
1333,1,CIVIC CENTER,13 CONDOS - ELEVATOR APARTMENTS            ,2,176,1031, ,R4,56 LEONARD STREET,17AE,10013,1,0,1, -  , -  ,2007,2,R4,3250000,2016-11-10 00:00:00
1334,1,CIVIC CENTER,13 CONDOS - ELEVATOR APARTMENTS            ,2,176,1032, ,R4,56 LEONARD STREET,17BE,10013,1,0,1, -  , -  ,2007,2,R4,8399689,2017-06-23 00:00:00
1335,1,CIVIC CENTER,13 CONDOS - ELEVATOR APARTMENTS            ,2,176,1033, ,R4,56 LEONARD STREET,17AW,10013,1,0,1, -  , -  ,2007,2,R4,6350000,2016-11-02 00:00:00
1336,1,CIVIC CENTER,13 CONDOS - ELEVATOR APARTMENTS            ,2,176,1036, ,R4,56 LEONARD STREET,18BE,10013,1,0,1, -  , -  ,2007,2,R4,7207711,2017-03-23 00:00:00
1337,1,CIVIC CENTER,13 CONDOS - ELEVATOR APARTMENTS            ,2,176,1040, ,R4,56 LEONARD STREET,19BE,10013,1,0,1, -  , -  ,2007,2,R4,8429428,2017-01-17 00:00:00
1338,1,CIVIC CENTER,13 CONDOS - ELEVATOR APARTMENTS            ,2,176,1042, ,R4,56 LEONARD STREET,20BW,10013,1,0,1, -  , -  ,2007,2,R4,6595000,2017-02-28 00:00:00
1339,1,CIVIC CENTER,13 CONDOS - ELEVATOR APARTMENTS            ,2,176,1043, ,R4,56 LEONARD STREET,20AE,10013,1,0,1, -  , -  ,2007,2,R4,5163328,2017-03-30 00:00:00
1340,1,CIVIC CENTER,13 CONDOS - ELEVATOR APARTMENTS            ,2,176,1046, ,R4,56 LEONARD STREET,21BW,10013,1,0,1, -  , -  ,2007,2,R4,4939090,2017-04-21 00:00:00
1341,1,CIVIC CENTER,13 CONDOS - ELEVATOR APARTMENTS            ,2,176,1047, ,R4,56 LEONARD STREET,21AE,10013,1,0,1, -  , -  ,2007,2,R4,5163139,2017-01-13 00:00:00
1342,1,CIVIC CENTER,13 CONDOS - ELEVATOR APARTMENTS            ,2,176,1051, ,R4,56 LEONARD STREET,22AE,10013,1,0,1, -  , -  ,2007,2,R4,6486932,2017-04-04 00:00:00
1343,1,CIVIC CENTER,13 CONDOS - ELEVATOR APARTMENTS            ,2,176,1055, ,R4,56 LEONARD STREET,23AE,10013,1,0,1, -  , -  ,2007,2,R4,6537781,2017-02-03 00:00:00
1344,1,CIVIC CENTER,13 CONDOS - ELEVATOR APARTMENTS            ,2,176,1059, ,R4,56 LEONARD STREET,24AE,10013,1,0,1, -  , -  ,2007,2,R4,5366862,2017-04-07 00:00:00
1345,1,CIVIC CENTER,13 CONDOS - ELEVATOR APARTMENTS            ,2,176,1060, ,R4,56 LEONARD STREET,24BE,10013,1,0,1, -  , -  ,2007,2,R4,4625000,2016-10-20 00:00:00
1346,1,CIVIC CENTER,13 CONDOS - ELEVATOR APARTMENTS            ,2,176,1063, ,R4,56 LEONARD STREET,25AE,10013,1,0,1, -  , -  ,2007,2,R4,5430045,2017-02-27 00:00:00
1347,1,CIVIC CENTER,13 CONDOS - ELEVATOR APARTMENTS            ,2,176,1064, ,R4,56 LEONARD STREET,25BE,10013,1,0,1, -  , -  ,2007,2,R4,4675000,2017-07-24 00:00:00
1348,1,CIVIC CENTER,13 CONDOS - ELEVATOR APARTMENTS            ,2,176,1065, ,R4,56 LEONARD STREET,25AW,10013,1,0,1, -  , -  ,2007,2,R4,5650000,2016-09-09 00:00:00
1349,1,CIVIC CENTER,13 CONDOS - ELEVATOR APARTMENTS            ,2,176,1067, ,R4,56 LEONARD STREET,26AE,10013,1,0,1, -  , -  ,2007,2,R4,5468836,2017-04-04 00:00:00
1350,1,CIVIC CENTER,13 CONDOS - ELEVATOR APARTMENTS            ,2,176,1071, ,R4,56 LEONARD STREET,27AE,10013,1,0,1, -  , -  ,2007,2,R4,5519731,2017-02-14 00:00:00
1351,1,CIVIC CENTER,13 CONDOS - ELEVATOR APARTMENTS            ,2,176,1075, ,R4,56 LEONARD STREET,28AE,10013,1,0,1, -  , -  ,2007,2,R4,5570666,2017-04-26 00:00:00
1352,1,CIVIC CENTER,13 CONDOS - ELEVATOR APARTMENTS            ,2,176,1079, ,R4,56 LEONARD STREET,29AE,10013,1,0,1, -  , -  ,2007,2,R4,6792142,2017-02-07 00:00:00
1353,1,CIVIC CENTER,13 CONDOS - ELEVATOR APARTMENTS            ,2,176,1083, ,R4,56 LEONARD STREET,30AE,10013,1,0,1, -  , -  ,2007,2,R4,5671655,2017-05-05 00:00:00
