,BOROUGH,NEIGHBORHOOD,BUILDING CLASS CATEGORY,TAX CLASS AT PRESENT,BLOCK,LOT,EASE-MENT,BUILDING CLASS AT PRESENT,ADDRESS,APARTMENT NUMBER,ZIP CODE,RESIDENTIAL UNITS,COMMERCIAL UNITS,TOTAL UNITS,LAND SQUARE FEET,GROSS SQUARE FEET,YEAR BUILT,TAX CLASS AT TIME OF SALE,BUILDING CLASS AT TIME OF SALE,SALE PRICE,SALE DATE
1095,1,CHINATOWN,43 CONDO OFFICE BUILDINGS                  ,4,200,1115, ,RB,202 CANAL STREET, ,10013,0,0,1, -  , -  ,1991,4,RB,960000,2017-06-15 00:00:00
1096,1,CHINATOWN,43 CONDO OFFICE BUILDINGS                  ,4,201,1062, ,RB,13-17 ELIZABETH STREET,404,10013,0,0,1, -  , -  ,0,4,RB,280000,2016-10-31 00:00:00
1097,1,CHINATOWN,43 CONDO OFFICE BUILDINGS                  ,4,204,1101, ,RB,53 ELIZABETH STREET,1A,10013,0,0,1, -  , -  ,1915,4,RB, -  ,2017-03-07 00:00:00
1098,1,CHINATOWN,43 CONDO OFFICE BUILDINGS                  ,4,204,1102, ,RB,53 ELIZABETH STREET,1B,10013,0,0,1, -  , -  ,1915,4,RB, -  ,2017-03-07 00:00:00
1099,1,CHINATOWN,43 CONDO OFFICE BUILDINGS                  ,4,204,1103, ,RB,53 ELIZABETH STREET,1C,10013,0,0,1, -  , -  ,1915,4,RB, -  ,2017-03-07 00:00:00
1100,1,CHINATOWN,43 CONDO OFFICE BUILDINGS                  ,4,204,1104, ,RB,53 ELIZABETH STREET,2A,10013,0,0,1, -  , -  ,1915,4,RB, -  ,2017-03-07 00:00:00
1101,1,CHINATOWN,43 CONDO OFFICE BUILDINGS                  ,4,204,1105, ,RB,53 ELIZABETH STREET,2C,10013,0,0,1, -  , -  ,1915,4,RB, -  ,2017-03-07 00:00:00
1102,1,CHINATOWN,43 CONDO OFFICE BUILDINGS                  ,4,204,1106, ,RB,53 ELIZABETH STREET,3A,10013,0,0,1, -  , -  ,1915,4,RB, -  ,2017-03-07 00:00:00
1103,1,CHINATOWN,43 CONDO OFFICE BUILDINGS                  ,4,204,1107, ,RB,53 ELIZABETH STREET,3B,10013,0,0,1, -  , -  ,1915,4,RB, -  ,2017-03-07 00:00:00
1104,1,CHINATOWN,43 CONDO OFFICE BUILDINGS                  ,4,204,1108, ,RB,53 ELIZABETH STREET,4A,10013,0,0,1, -  , -  ,1915,4,RB, -  ,2017-03-07 00:00:00
1105,1,CHINATOWN,43 CONDO OFFICE BUILDINGS                  ,4,204,1109, ,RB,53 ELIZABETH STREET,4B,10013,0,0,1, -  , -  ,1915,4,RB, -  ,2017-03-07 00:00:00
1106,1,CHINATOWN,43 CONDO OFFICE BUILDINGS                  ,4,204,1111, ,RB,53 ELIZABETH STREET,5A,10013,0,0,1, -  , -  ,1915,4,RB, -  ,2017-03-07 00:00:00
1107,1,CHINATOWN,43 CONDO OFFICE BUILDINGS                  ,4,204,1112, ,RB,53 ELIZABETH STREET,5B,10013,0,0,1, -  , -  ,1915,4,RB, -  ,2017-03-07 00:00:00
1108,1,CHINATOWN,43 CONDO OFFICE BUILDINGS                  ,4,204,1115, ,RB,53 ELIZABETH STREET,7A,10013,0,0,1, -  , -  ,1915,4,RB, -  ,2017-03-07 00:00:00
1109,1,CHINATOWN,43 CONDO OFFICE BUILDINGS                  ,4,204,1116, ,RB,53 ELIZABETH STREET,7B,10013,0,0,1, -  , -  ,1915,4,RB, -  ,2017-03-07 00:00:00
1110,1,CHINATOWN,43 CONDO OFFICE BUILDINGS                  ,4,279,1126, ,RB,11 EAST BROADWAY,11A,10038,0,0,1, -  , -  ,1991,4,RB, -  ,2016-09-26 00:00:00
1111,1,CHINATOWN,43 CONDO OFFICE BUILDINGS                  ,4,281,1105, ,RB,8 CATHERINE STREET,3B,10038,0,0,1, -  , -  ,2009,4,RB,1305682,2017-08-24 00:00:00
1112,1,CHINATOWN,43 CONDO OFFICE BUILDINGS                  ,4,281,1106, ,RB,8 CATHERINE STREET,4A,10038,0,0,1, -  , -  ,2009,4,RB,1591427,2017-03-30 00:00:00
1113,1,CHINATOWN,43 CONDO OFFICE BUILDINGS                  ,4,281,1108, ,RB,8 CATHERINE STREET,5A,10038,0,0,1, -  , -  ,2009,4,RB,1751425,2016-09-15 00:00:00
1114,1,CHINATOWN,43 CONDO OFFICE BUILDINGS                  ,4,281,1109, ,RB,8 CATHERINE STREET,5B,10038,0,0,1, -  , -  ,2009,4,RB,1493862,2016-09-15 00:00:00
1115,1,CHINATOWN,43 CONDO OFFICE BUILDINGS                  ,4,303,1103, ,RB,77 BOWERY,CU1103,10002,0,0,1, -  , -  ,1940,4,RB,3403575,2017-02-08 00:00:00
1116,1,CHINATOWN,43 CONDO OFFICE BUILDINGS                  ,4,303,1104, ,RB,BOWERY,CU1104,10002,0,0,1, -  , -  ,1940,4,RB,4100000,2016-12-15 00:00:00
1117,1,CHINATOWN,43 CONDO OFFICE BUILDINGS                  ,4,303,1107, ,RB,77 BOWERY,CU1107,10002,0,0,1, -  , -  ,1940,4,RB,4306445,2016-11-10 00:00:00
1118,1,CHINATOWN,43 CONDO OFFICE BUILDINGS                  ,4,303,1108, ,RB,77 BOWERY,CU1108,10002,0,0,1, -  , -  ,1940,4,RB,2043645,2016-10-19 00:00:00
1119,1,CHINATOWN,43 CONDO OFFICE BUILDINGS                  ,4,303,1109, ,RB,77 BOWERY,CU1109,10002,0,0,1, -  , -  ,1940,4,RB,3500000,2017-03-28 00:00:00
1120,1,CHINATOWN,46 CONDO STORE BUILDINGS                   ,4,199,1001, ,RK,208 CANAL STREET,STOR1,10013,0,0,1, -  , -  ,0,4,RK,23550000,2017-05-11 00:00:00
1121,1,CHINATOWN,46 CONDO STORE BUILDINGS                   ,4,292,1003, ,RK,1 ELDRIDGE STREET,STORB,10002,0,0,1, -  , -  ,1988,4,RK, -  ,2017-06-20 00:00:00
1122,1,CHINATOWN,47 CONDO NON-BUSINESS STORAGE              ,4,172,1506, ,RS,50 FRANKLIN STREET,S17B,10013,0,0,1, -  , -  ,2007,4,RS, -  ,2016-11-30 00:00:00
1123,1,CHINATOWN,47 CONDO NON-BUSINESS STORAGE              ,4,172,1516, ,RS,50 FRANKLIN STREET,S22B,10013,0,0,1, -  , -  ,2007,4,RS, -  ,2016-11-10 00:00:00
1124,1,CHINATOWN,47 CONDO NON-BUSINESS STORAGE              ,4,172,1519, ,RS,50 FRANKLIN STREET,S24A,10013,0,0,1, -  , -  ,2007,4,RS, -  ,2016-10-20 00:00:00
1125,1,CHINATOWN,47 CONDO NON-BUSINESS STORAGE              ,4,172,1521, ,RS,50 FRANKLIN STREET,S25A,10013,0,0,1, -  , -  ,2007,4,RS, -  ,2017-05-18 00:00:00
1126,1,CIVIC CENTER,07 RENTALS - WALKUP APARTMENTS             ,2B,175,19, ,C7,41 WHITE STREET, ,10013,7,1,8,2633,12000,1915,2,C7,141500000,2017-07-13 00:00:00
1127,1,CIVIC CENTER,08 RENTALS - ELEVATOR APARTMENTS           ,2B,124,10, ,D7,23 PARK PLACE, ,10007,6,1,7,4400,21840,1915,2,D7,15000000,2017-05-19 00:00:00
1128,1,CIVIC CENTER,08 RENTALS - ELEVATOR APARTMENTS           ,2,173,17, ,D7,74 LEONARD STREET, ,10013,18,1,19,3828,24423,1920,2,D7,21250000,2017-05-25 00:00:00
1129,1,CIVIC CENTER,08 RENTALS - ELEVATOR APARTMENTS           ,2,175,20, ,D5,45 WHITE STREET, ,10013,18,2,20,4993,33500,1915,2,D5, -  ,2017-07-13 00:00:00
1130,1,CIVIC CENTER,08 RENTALS - ELEVATOR APARTMENTS           ,2B,178,16, ,D6,217 WEST BROADWAY, ,10013,7,1,8,4242,26981,2005,2,D6, -  ,2017-04-05 00:00:00
"1131,1,CIVIC CENTER,10 COOPS - ELEVATOR APARTMENTS             ,2,117,1, ,D4,""185 PARK ROW, 20C"", ,10038,0,0,0, -  , -  ,1960,2,D4,691400,2016-09-23 00:00:00"
"1132,1,CIVIC CENTER,10 COOPS - ELEVATOR APARTMENTS             ,2,117,1, ,D4,""165 PARK ROW, 15C"", ,10038,0,0,0, -  , -  ,1960,2,D4,845000,2016-09-07 00:00:00"
"1133,1,CIVIC CENTER,10 COOPS - ELEVATOR APARTMENTS             ,2,117,1, ,D4,""185 PARK ROW, 13F"", ,10038,0,0,0, -  , -  ,1960,2,D4,600000,2016-10-13 00:00:00"
"1134,1,CIVIC CENTER,10 COOPS - ELEVATOR APARTMENTS             ,2,117,1, ,D4,""215 PARK ROW, 3G"", ,10038,0,0,0, -  , -  ,1960,2,D4,389000,2016-09-28 00:00:00"
"1135,1,CIVIC CENTER,10 COOPS - ELEVATOR APARTMENTS             ,2,117,1, ,D4,""185 PARK ROW, 13G"", ,10038,0,0,0, -  , -  ,1960,2,D4,870000,2016-10-11 00:00:00"
"1136,1,CIVIC CENTER,10 COOPS - ELEVATOR APARTMENTS             ,2,117,1, ,D4,""185 PARK ROW, 20F"", ,10038,0,0,0, -  , -  ,1960,2,D4,650000,2016-11-16 00:00:00"
"1137,1,CIVIC CENTER,10 COOPS - ELEVATOR APARTMENTS             ,2,117,1, ,D4,""165 PARK ROW, 21A"", ,10038,0,0,0, -  , -  ,1960,2,D4,860000,2016-11-16 00:00:00"
"1138,1,CIVIC CENTER,10 COOPS - ELEVATOR APARTMENTS             ,2,117,1, ,D4,""215 PARK ROW, 17G"", ,10038,0,0,0, -  , -  ,1960,2,D4,480000,2017-01-30 00:00:00"
"1139,1,CIVIC CENTER,10 COOPS - ELEVATOR APARTMENTS             ,2,117,1, ,D4,""215 PARK ROW, 11D"", ,10038,0,0,0, -  , -  ,1960,2,D4,850000,2017-02-10 00:00:00"
"1140,1,CIVIC CENTER,10 COOPS - ELEVATOR APARTMENTS             ,2,117,1, ,D4,""215 PARK ROW, 20E"", ,10038,0,0,0, -  , -  ,1960,2,D4,850000,2017-03-09 00:00:00"
"1141,1,CIVIC CENTER,10 COOPS - ELEVATOR APARTMENTS             ,2,117,1, ,D4,""215 PARK ROW, 17A"", ,10038,0,0,0, -  , -  ,1960,2,D4,1350000,2017-04-24 00:00:00"
"1142,1,CIVIC CENTER,10 COOPS - ELEVATOR APARTMENTS             ,2,117,1, ,D4,""165 PARK ROW, 6F"", ,10038,0,0,0, -  , -  ,1960,2,D4, -  ,2017-06-07 00:00:00"
"1143,1,CIVIC CENTER,10 COOPS - ELEVATOR APARTMENTS             ,2,117,1, ,D4,""185 PARK ROW, 5A"", ,10038,0,0,0, -  , -  ,1960,2,D4,879000,2017-07-21 00:00:00"
"1144,1,CIVIC CENTER,10 COOPS - ELEVATOR APARTMENTS             ,2,134,25, ,D4,""258 BROADWAY, 8D"", ,10007,0,0,0, -  , -  ,1915,2,D4, -  ,2017-04-20 00:00:00"
"1145,1,CIVIC CENTER,10 COOPS - ELEVATOR APARTMENTS             ,2,134,25, ,D4,""258 BROADWAY, 3A"", ,10007,0,0,0, -  , -  ,1915,2,D4,2325000,2017-08-29 00:00:00"
"1146,1,CIVIC CENTER,10 COOPS - ELEVATOR APARTMENTS             ,2,146,21, ,D0,""134 DUANE STREET, 4ES"", ,10013,0,0,0, -  , -  ,1920,2,D0,1750000,2016-09-22 00:00:00"
"1147,1,CIVIC CENTER,10 COOPS - ELEVATOR APARTMENTS             ,2,161,1, ,D4,""170 PARK ROW, 13B"", ,10038,0,0,0, -  , -  ,1965,2,D4, -  ,2016-11-17 00:00:00"
"1148,1,CIVIC CENTER,10 COOPS - ELEVATOR APARTMENTS             ,2,161,1, ,D4,""180 PARK ROW, 25B"", ,10038,0,0,0, -  , -  ,1965,2,D4,1599000,2017-04-18 00:00:00"
"1149,1,CIVIC CENTER,10 COOPS - ELEVATOR APARTMENTS             ,2,161,1, ,D4,""180 PARK ROW, 19D"", ,10038,0,0,0, -  , -  ,1965,2,D4, -  ,2017-05-04 00:00:00"
"1150,1,CIVIC CENTER,10 COOPS - ELEVATOR APARTMENTS             ,2,161,1, ,D4,""180 PARK ROW, 12D"", ,10038,0,0,0, -  , -  ,1965,2,D4,900000,2017-06-12 00:00:00"
"1151,1,CIVIC CENTER,10 COOPS - ELEVATOR APARTMENTS             ,2C,176,11, ,D0,""39 WORTH STREET, 3E"", ,10013,0,0,0, -  , -  ,1915,2,D0,3500000,2016-10-06 00:00:00"
"1152,1,CIVIC CENTER,10 COOPS - ELEVATOR APARTMENTS             ,2,178,25, ,D4,""17 WHITE STREET, 2A"", ,10013,0,0,0, -  , -  ,1890,2,D4, -  ,2016-12-30 00:00:00"
"1153,1,CIVIC CENTER,10 COOPS - ELEVATOR APARTMENTS             ,2,178,25, ,D4,""17 WHITE STREET, 5A"", ,10013,0,0,0, -  , -  ,1890,2,D4,1800000,2017-01-27 00:00:00"
1154,1,CIVIC CENTER,11A CONDO-RENTALS                           ,2C,146,1402, ,RR,148 DUANE STREET,M,10013,3,0,3,3909,9537,1930,2,RR, -  ,2017-04-11 00:00:00
1155,1,CIVIC CENTER,13 CONDOS - ELEVATOR APARTMENTS            ,2,123,1106, ,R4,30 PARK PLACE,39C,10007,1,0,1, -  , -  ,2008,2,R4,1781937,2017-04-24 00:00:00
1156,1,CIVIC CENTER,13 CONDOS - ELEVATOR APARTMENTS            ,2,123,1107, ,R4,30 PARK PLACE,39D,10007,1,0,1, -  , -  ,2008,2,R4,988250,2017-06-01 00:00:00
1157,1,CIVIC CENTER,13 CONDOS - ELEVATOR APARTMENTS            ,2,123,1108, ,R4,30 PARK PLACE,39E,10007,1,0,1, -  , -  ,2008,2,R4,1043706,2017-05-10 00:00:00
1158,1,CIVIC CENTER,13 CONDOS - ELEVATOR APARTMENTS            ,2,123,1109, ,R4,30 PARK PLACE,39F,10007,1,0,1, -  , -  ,2008,2,R4,1250000,2017-05-10 00:00:00
1159,1,CIVIC CENTER,13 CONDOS - ELEVATOR APARTMENTS            ,2,123,1116, ,R4,30 PARK PLACE,40B,10007,1,0,1, -  , -  ,2008,2,R4,4531212,2016-10-18 00:00:00
1160,1,CIVIC CENTER,13 CONDOS - ELEVATOR APARTMENTS            ,2,123,1117, ,R4,30 PARK PLACE,40C,10007,1,0,1, -  , -  ,2008,2,R4,2978381,2016-09-28 00:00:00
1161,1,CIVIC CENTER,13 CONDOS - ELEVATOR APARTMENTS            ,2,123,1118, ,R4,30 PARK PLACE,40D,10007,1,0,1, -  , -  ,2008,2,R4,5091250,2016-11-10 00:00:00
1162,1,CIVIC CENTER,13 CONDOS - ELEVATOR APARTMENTS            ,2,123,1121, ,R4,30 PARK PLACE,41B,10007,1,0,1, -  , -  ,2008,2,R4,4571942,2016-09-13 00:00:00
1163,1,CIVIC CENTER,13 CONDOS - ELEVATOR APARTMENTS            ,2,123,1122, ,R4,30 PARK PLACE,41C,10007,1,0,1, -  , -  ,2008,2,R4,2871465,2016-09-20 00:00:00
1164,1,CIVIC CENTER,13 CONDOS - ELEVATOR APARTMENTS            ,2,123,1125, ,R4,30 PARK PLACE,42B,10007,1,0,1, -  , -  ,2008,2,R4,4816322,2016-09-13 00:00:00
1165,1,CIVIC CENTER,13 CONDOS - ELEVATOR APARTMENTS            ,2,123,1126, ,R4,30 PARK PLACE,42C,10007,1,0,1, -  , -  ,2008,2,R4,2891830,2016-09-14 00:00:00
1166,1,CIVIC CENTER,13 CONDOS - ELEVATOR APARTMENTS            ,2,123,1127, ,R4,30 PARK PLACE,42D,10007,1,0,1, -  , -  ,2008,2,R4,5193075,2016-10-27 00:00:00
1167,1,CIVIC CENTER,13 CONDOS - ELEVATOR APARTMENTS            ,2,123,1130, ,R4,30 PARK PLACE,43B,10007,1,0,1, -  , -  ,2008,2,R4,4398840,2016-09-23 00:00:00
1168,1,CIVIC CENTER,13 CONDOS - ELEVATOR APARTMENTS            ,2,123,1131, ,R4,30 PARK PLACE,43C,10007,1,0,1, -  , -  ,2008,2,R4,3141301,2016-11-14 00:00:00
1169,1,CIVIC CENTER,13 CONDOS - ELEVATOR APARTMENTS            ,2,123,1134, ,R4,30 PARK PLACE,44B,10007,1,0,1, -  , -  ,2008,2,R4,5585101,2016-09-30 00:00:00
1170,1,CIVIC CENTER,13 CONDOS - ELEVATOR APARTMENTS            ,2,123,1135, ,R4,30 PARK PLACE,44C,10007,1,0,1, -  , -  ,2008,2,R4,3161666,2016-10-28 00:00:00
1171,1,CIVIC CENTER,13 CONDOS - ELEVATOR APARTMENTS            ,2,123,1136, ,R4,30 PARK PLACE,44D,10007,1,0,1, -  , -  ,2008,2,R4,6567712,2016-11-22 00:00:00
1172,1,CIVIC CENTER,13 CONDOS - ELEVATOR APARTMENTS            ,2,123,1139, ,R4,30 PARK PLACE,45B,10007,1,0,1, -  , -  ,2008,2,R4,5404385,2016-10-17 00:00:00
1173,1,CIVIC CENTER,13 CONDOS - ELEVATOR APARTMENTS            ,2,123,1140, ,R4,30 PARK PLACE,45C,10007,1,0,1, -  , -  ,2008,2,R4,3532727,2016-10-18 00:00:00
1174,1,CIVIC CENTER,13 CONDOS - ELEVATOR APARTMENTS            ,2,123,1143, ,R4,30 PARK PLACE,46B,10007,1,0,1, -  , -  ,2008,2,R4,5361086,2016-09-27 00:00:00
1175,1,CIVIC CENTER,13 CONDOS - ELEVATOR APARTMENTS            ,2,123,1145, ,R4,30 PARK PLACE,46D,10007,1,0,1, -  , -  ,2008,2,R4,5753112,2016-11-28 00:00:00
1176,1,CIVIC CENTER,13 CONDOS - ELEVATOR APARTMENTS            ,2,123,1146, ,R4,30 PARK PLACE,46E,10007,1,0,1, -  , -  ,2008,2,R4,5142162,2016-09-01 00:00:00
1177,1,CIVIC CENTER,13 CONDOS - ELEVATOR APARTMENTS            ,2,123,1148, ,R4,30 PARK PLACE,47B,10007,1,0,1, -  , -  ,2008,2,R4,5019972,2016-10-19 00:00:00
1178,1,CIVIC CENTER,13 CONDOS - ELEVATOR APARTMENTS            ,2,123,1149, ,R4,30 PARK PLACE,47C,10007,1,0,1, -  , -  ,2008,2,R4,3222761,2016-10-24 00:00:00
1179,1,CIVIC CENTER,13 CONDOS - ELEVATOR APARTMENTS            ,2,123,1150, ,R4,30 PARK PLACE,47E,10007,1,0,1, -  , -  ,2008,2,R4,5600375,2016-10-11 00:00:00
1180,1,CIVIC CENTER,13 CONDOS - ELEVATOR APARTMENTS            ,2,123,1153, ,R4,30 PARK PLACE,48C,10007,1,0,1, -  , -  ,2008,2,R4,3243126,2016-10-31 00:00:00
1181,1,CIVIC CENTER,13 CONDOS - ELEVATOR APARTMENTS            ,2,123,1154, ,R4,30 PARK PLACE,48D,10007,1,0,1, -  , -  ,2008,2,R4,5854937,2016-11-28 00:00:00
1182,1,CIVIC CENTER,13 CONDOS - ELEVATOR APARTMENTS            ,2,123,1155, ,R4,30 PARK PLACE,48E,10007,1,0,1, -  , -  ,2008,2,R4,5641287,2016-09-07 00:00:00
1183,1,CIVIC CENTER,13 CONDOS - ELEVATOR APARTMENTS            ,2,123,1158, ,R4,30 PARK PLACE,49C,10007,1,0,1, -  , -  ,2008,2,R4,3718172,2016-10-26 00:00:00
1184,1,CIVIC CENTER,13 CONDOS - ELEVATOR APARTMENTS            ,2,123,1160, ,R4,30 PARK PLACE,50A,10007,1,0,1, -  , -  ,2008,2,R4,7484137,2016-10-05 00:00:00
1185,1,CIVIC CENTER,13 CONDOS - ELEVATOR APARTMENTS            ,2,123,1161, ,R4,30 PARK PLACE,50B,10007,1,0,1, -  , -  ,2008,2,R4,4683950,2017-01-05 00:00:00
1186,1,CIVIC CENTER,13 CONDOS - ELEVATOR APARTMENTS            ,2,123,1162, ,R4,30 PARK PLACE,50C,10007,1,0,1, -  , -  ,2008,2,R4,3283856,2016-11-15 00:00:00
1187,1,CIVIC CENTER,13 CONDOS - ELEVATOR APARTMENTS            ,2,123,1163, ,R4,30 PARK PLACE,50D,10007,1,0,1, -  , -  ,2008,2,R4,6262237,2016-11-16 00:00:00
1188,1,CIVIC CENTER,13 CONDOS - ELEVATOR APARTMENTS            ,2,123,1164, ,R4,30 PARK PLACE,50E,10007,1,0,1, -  , -  ,2008,2,R4,5345812,2016-10-06 00:00:00
1189,1,CIVIC CENTER,13 CONDOS - ELEVATOR APARTMENTS            ,2,123,1166, ,R4,30 PARK PLACE,51B,10007,1,0,1, -  , -  ,2008,2,R4,4724680,2017-01-05 00:00:00
1190,1,CIVIC CENTER,13 CONDOS - ELEVATOR APARTMENTS            ,2,123,1167, ,R4,30 PARK PLACE,51C,10007,1,0,1, -  , -  ,2008,2,R4,3304221,2016-11-22 00:00:00
1191,1,CIVIC CENTER,13 CONDOS - ELEVATOR APARTMENTS            ,2,123,1169, ,R4,30 PARK PLACE,52A,10007,1,0,1, -  , -  ,2008,2,R4,8858775,2016-11-28 00:00:00
1192,1,CIVIC CENTER,13 CONDOS - ELEVATOR APARTMENTS            ,2,123,1170, ,R4,30 PARK PLACE,52B,10007,1,0,1, -  , -  ,2008,2,R4,6450000,2017-04-10 00:00:00
1193,1,CIVIC CENTER,13 CONDOS - ELEVATOR APARTMENTS            ,2,123,1171, ,R4,30 PARK PLACE,52C,10007,1,0,1, -  , -  ,2008,2,R4,3767525,2016-11-29 00:00:00
1194,1,CIVIC CENTER,13 CONDOS - ELEVATOR APARTMENTS            ,2,123,1172, ,R4,30 PARK PLACE,52D,10007,1,0,1, -  , -  ,2008,2,R4,4459935,2017-04-10 00:00:00
1195,1,CIVIC CENTER,13 CONDOS - ELEVATOR APARTMENTS            ,2,123,1173, ,R4,30 PARK PLACE,53A,10007,1,0,1, -  , -  ,2008,2,R4,8655125,2016-09-08 00:00:00
1196,1,CIVIC CENTER,13 CONDOS - ELEVATOR APARTMENTS            ,2,123,1174, ,R4,30 PARK PLACE,53B,10007,1,0,1, -  , -  ,2008,2,R4,6250000,2017-03-01 00:00:00
1197,1,CIVIC CENTER,13 CONDOS - ELEVATOR APARTMENTS            ,2,123,1175, ,R4,30 PARK PLACE,53C,10007,1,0,1, -  , -  ,2008,2,R4,3808255,2016-11-28 00:00:00
1198,1,CIVIC CENTER,13 CONDOS - ELEVATOR APARTMENTS            ,2,123,1176, ,R4,30 PARK PLACE,53D,10007,1,0,1, -  , -  ,2008,2,R4,4317380,2017-01-26 00:00:00
1199,1,CIVIC CENTER,13 CONDOS - ELEVATOR APARTMENTS            ,2,123,1177, ,R4,30 PARK PLACE,54A,10007,1,0,1, -  , -  ,2008,2,R4,8425000,2017-07-14 00:00:00
1200,1,CIVIC CENTER,13 CONDOS - ELEVATOR APARTMENTS            ,2,123,1178, ,R4,30 PARK PLACE,54B,10007,1,0,1, -  , -  ,2008,2,R4,6567712,2016-12-12 00:00:00
1201,1,CIVIC CENTER,13 CONDOS - ELEVATOR APARTMENTS            ,2,123,1179, ,R4,30 PARK PLACE,54C,10007,1,0,1, -  , -  ,2008,2,R4,3848985,2016-12-12 00:00:00
1202,1,CIVIC CENTER,13 CONDOS - ELEVATOR APARTMENTS            ,2,123,1180, ,R4,30 PARK PLACE,54D,10007,1,0,1, -  , -  ,2008,2,R4,4358110,2016-12-22 00:00:00
1203,1,CIVIC CENTER,13 CONDOS - ELEVATOR APARTMENTS            ,2,123,1181, ,R4,30 PARK PLACE,55A,10007,1,0,1, -  , -  ,2008,2,R4,8858775,2016-12-13 00:00:00
1204,1,CIVIC CENTER,13 CONDOS - ELEVATOR APARTMENTS            ,2,123,1182, ,R4,30 PARK PLACE,55B,10007,1,0,1, -  , -  ,2008,2,R4,6418625,2016-12-15 00:00:00
1205,1,CIVIC CENTER,13 CONDOS - ELEVATOR APARTMENTS            ,2,123,1183, ,R4,30 PARK PLACE,55C,10007,1,0,1, -  , -  ,2008,2,R4,4169733,2016-11-04 00:00:00
1206,1,CIVIC CENTER,13 CONDOS - ELEVATOR APARTMENTS            ,2,123,1184, ,R4,30 PARK PLACE,55D,10007,1,0,1, -  , -  ,2008,2,R4,4449752,2016-12-16 00:00:00
1207,1,CIVIC CENTER,13 CONDOS - ELEVATOR APARTMENTS            ,2,123,1187, ,R4,30 PARK PLACE,56C,10007,1,0,1, -  , -  ,2008,2,R4,4210463,2017-01-09 00:00:00
1208,1,CIVIC CENTER,13 CONDOS - ELEVATOR APARTMENTS            ,2,123,1188, ,R4,30 PARK PLACE,56D,10007,1,0,1, -  , -  ,2008,2,R4,4490482,2016-12-16 00:00:00
1209,1,CIVIC CENTER,13 CONDOS - ELEVATOR APARTMENTS            ,2,123,1190, ,R4,30 PARK PLACE,57B,10007,1,0,1, -  , -  ,2008,2,R4,5065793,2017-04-17 00:00:00
1210,1,CIVIC CENTER,13 CONDOS - ELEVATOR APARTMENTS            ,2,123,1191, ,R4,30 PARK PLACE,57C,10007,1,0,1, -  , -  ,2008,2,R4,3716612,2017-01-06 00:00:00
1211,1,CIVIC CENTER,13 CONDOS - ELEVATOR APARTMENTS            ,2,123,1192, ,R4,30 PARK PLACE,57D,10007,1,0,1, -  , -  ,2008,2,R4,4607581,2016-12-21 00:00:00
1212,1,CIVIC CENTER,13 CONDOS - ELEVATOR APARTMENTS            ,2,123,1193, ,R4,30 PARK PLACE,58A,10007,1,0,1, -  , -  ,2008,2,R4,9673375,2017-01-17 00:00:00
1213,1,CIVIC CENTER,13 CONDOS - ELEVATOR APARTMENTS            ,2,123,1194, ,R4,30 PARK PLACE,58B,10007,1,0,1, -  , -  ,2008,2,R4,6771362,2017-01-24 00:00:00
1214,1,CIVIC CENTER,13 CONDOS - ELEVATOR APARTMENTS            ,2,123,1195, ,R4,30 PARK PLACE,58C,10007,1,0,1, -  , -  ,2008,2,R4,4444661,2017-01-23 00:00:00
1215,1,CIVIC CENTER,13 CONDOS - ELEVATOR APARTMENTS            ,2,123,1196, ,R4,30 PARK PLACE,58D,10007,1,0,1, -  , -  ,2008,2,R4,4648311,2017-01-17 00:00:00
1216,1,CIVIC CENTER,13 CONDOS - ELEVATOR APARTMENTS            ,2,123,1197, ,R4,30 PARK PLACE,59A,10007,1,0,1, -  , -  ,2008,2,R4,8900000,2017-08-15 00:00:00
1217,1,CIVIC CENTER,13 CONDOS - ELEVATOR APARTMENTS            ,2,123,1198, ,R4,30 PARK PLACE,59B,10007,1,0,1, -  , -  ,2008,2,R4,6975012,2017-01-24 00:00:00
1218,1,CIVIC CENTER,13 CONDOS - ELEVATOR APARTMENTS            ,2,123,1199, ,R4,30 PARK PLACE,59C,10007,1,0,1, -  , -  ,2008,2,R4,4638128,2017-01-31 00:00:00
1219,1,CIVIC CENTER,13 CONDOS - ELEVATOR APARTMENTS            ,2,123,1200, ,R4,30 PARK PLACE,59D,10007,1,0,1, -  , -  ,2008,2,R4,4689041,2017-04-10 00:00:00
1220,1,CIVIC CENTER,13 CONDOS - ELEVATOR APARTMENTS            ,2,123,1201, ,R4,30 PARK PLACE,60A,10007,1,0,1, -  , -  ,2008,2,R4,9877025,2017-01-19 00:00:00
1221,1,CIVIC CENTER,13 CONDOS - ELEVATOR APARTMENTS            ,2,123,1202, ,R4,30 PARK PLACE,60B,10007,1,0,1, -  , -  ,2008,2,R4,7178662,2017-02-02 00:00:00
1222,1,CIVIC CENTER,13 CONDOS - ELEVATOR APARTMENTS            ,2,123,1203, ,R4,30 PARK PLACE,60C,10007,1,0,1, -  , -  ,2008,2,R4,5391633,2017-02-01 00:00:00
1223,1,CIVIC CENTER,13 CONDOS - ELEVATOR APARTMENTS            ,2,123,1204, ,R4,30 PARK PLACE,60D,10007,1,0,1, -  , -  ,2008,2,R4,4831596,2017-01-18 00:00:00
1224,1,CIVIC CENTER,13 CONDOS - ELEVATOR APARTMENTS            ,2,123,1205, ,R4,30 PARK PLACE,61A,10007,1,0,1, -  , -  ,2008,2,R4,9745200,2017-02-01 00:00:00
